ano;mes;sigla_uf;tipo_consumo;numero_consumidores;consumo
2005;9;AL;Resid;618155;51573
2005;9;SE;Resid;487848;44342.6
2005;9;BA;Resid;3255386;281416
2005;9;MG;Resid;5235849;605412.7
2005;9;ES;Resid;845448;115960.8
2005;9;RJ;Resid;5421579;874441.6
2005;9;SP;Resid;12093749;2224133.1
2005;9;PR;Resid;2629915;404878.8
2005;9;SC;Resid;1575622;278749
2005;9;RS;Resid;2875388;446454.5
2005;9;MS;Resid;565623;77629.2
2005;9;MT;Resid;626090;111004.7
2005;9;GO;Resid;1614131;221940
2005;9;DF;Resid;621401;129209
2005;10;RO;Resid;278759;45669
2005;10;AC;Resid;113426;18600.7
2005;10;AM;Resid;494421;85427.1
2005;10;RR;Resid;70329;15410.4
2005;10;PA;Resid;1158967;153266.4
2005;10;AP;Resid;110502;22847.4
2005;10;TO;Resid;255684;31535.5
2005;10;MA;Resid;1059354;96948
2005;10;PI;Resid;624678;60461
2005;10;CE;Resid;1930459;182402.4
2005;10;RN;Resid;753667;77151
2005;10;PB;Resid;855333;75139.9
2005;10;AL;Resid;622624;53771
2005;10;SE;Resid;489520;47717.8
2005;10;BA;Resid;3268432;293224
2005;10;MG;Resid;5242820;592283.2
2005;10;ES;Resid;850348;113938.1
2005;10;RJ;Resid;5435196;819844.9
2005;10;SP;Resid;12124038;2247606.8
2005;10;PR;Resid;2635857;397467.8
2005;10;SC;Resid;1579165;274962
2005;10;RS;Resid;2877464;440333.6
2005;10;MS;Resid;566929;79265.1
2005;10;MT;Resid;627052;112020.8
2005;10;GO;Resid;1618333;222138.5
2005;10;DF;Resid;627831;133259
2005;11;RO;Resid;279211;48912
2005;11;AC;Resid;114043;19209.5
2005;11;AM;Resid;495703;90085.2
2005;11;RR;Resid;70669;17628.9
2005;11;PA;Resid;1158202;155462.2
2005;11;AP;Resid;110849;22736.7
2005;11;TO;Resid;256030;30527.6
2005;11;MA;Resid;1070214;101456.7
2005;11;PI;Resid;627380;60582
2005;11;CE;Resid;1935459;187459.2
2005;11;RN;Resid;755865;84520.2
2005;11;PB;Resid;858079;77841.4
2005;11;AL;Resid;630607;59350
2005;11;SE;Resid;490963;47345.6
2005;11;BA;Resid;3281936;298957
2005;11;MG;Resid;5251298;599505
2005;11;ES;Resid;854833;115212
2005;11;RJ;Resid;5450924;867503.6
2005;11;SP;Resid;12137736;2192297.1
2005;11;PR;Resid;2640707;404452.2
2005;11;SC;Resid;1583524;271635.7
2005;11;RS;Resid;2882137;440657
2005;11;MS;Resid;569042;85587.4
2005;11;MT;Resid;629032;116947.4
2005;11;GO;Resid;1622344;216687.1
2005;11;DF;Resid;629907;131726
2005;12;RO;Resid;279911;46609
2005;12;AC;Resid;114049;17956.9
2005;12;AM;Resid;496833;80037.8
2005;12;RR;Resid;70578;14388.9
2005;12;PA;Resid;1162027;151126.3
2005;12;AP;Resid;111158;22523.9
2005;12;TO;Resid;256510;28310.3
2005;12;MA;Resid;1080495;100305.5
2005;12;PI;Resid;630361;59673
2005;12;CE;Resid;1943684;189461.9
2005;12;RN;Resid;758977;89512.7
2005;12;PB;Resid;861757;75965.2
2005;12;AL;Resid;630853;57170
2005;12;SE;Resid;493031;47322.8
2005;12;BA;Resid;3298078;300201
2005;12;MG;Resid;5260677;586869.3
2005;12;ES;Resid;858819;133078.1
2005;12;RJ;Resid;5463087;938610
2005;12;SP;Resid;12165742;2210951
2005;12;PR;Resid;2646179;399856.5
2005;12;SC;Resid;1588918;285900.5
2005;12;RS;Resid;2887896;471087.2
2005;12;MS;Resid;569634;83949.6
2005;12;MT;Resid;634766;113836.7
2005;12;GO;Resid;1626671;201456.8
2005;12;DF;Resid;632661;129532
2006;1;RO;Resid;281123;44843
2006;1;AC;Resid;114451;17747.1
2006;1;AM;Resid;497815;77758.1
2006;1;RR;Resid;71061;14278.4
2006;1;PA;Resid;1168985;148007.5
2006;1;AP;Resid;111610;21691.5
2006;1;TO;Resid;257521;27760.3
2006;1;MA;Resid;1087867;98479.7
2006;1;PI;Resid;634480;55665
2006;1;CE;Resid;1951651;192387.3
2006;1;RN;Resid;761979;81744.1
2006;1;PB;Resid;866257;79499.2
2006;1;AL;Resid;634445;59873.1
2006;1;SE;Resid;495888;47842.2
2006;1;BA;Resid;3312102;312170.9
2006;1;MG;Resid;5272539;606852.7
2006;1;ES;Resid;865207;118577.7
2006;1;RJ;Resid;5489264;914514.9
2006;1;SP;Resid;12239018;2255056.4
2006;1;PR;Resid;2655483;427356.9
2006;1;SC;Resid;1594889;296371.8
2006;1;RS;Resid;2895818;494015.8
2006;1;MS;Resid;571633;86882.6
2006;1;MT;Resid;636955;107430
2006;1;GO;Resid;1631145;209467.1
2006;1;DF;Resid;631352;123444
2006;2;RO;Resid;282775;44799
2006;2;AC;Resid;114137;17446.4
2006;2;AM;Resid;499967;76254.4
2006;2;RR;Resid;71297;13675.4
2006;2;PA;Resid;1175209;141042.7
2006;2;AP;Resid;101445;21277.4
2006;2;TO;Resid;258779;28506.9
2006;2;MA;Resid;1093351;91555.5
2006;2;PI;Resid;637153;53402
2006;2;CE;Resid;1958878;183095.4
2006;2;RN;Resid;765408;82599.4
2006;2;PB;Resid;869964;77721.3
2006;2;AL;Resid;639818;60552.5
2006;2;SE;Resid;498154;48086.1
2006;2;BA;Resid;3323675;300999.4
2006;2;MG;Resid;5284134;544502.8
2006;2;ES;Resid;864838;134527.2
2006;2;RJ;Resid;5497702;981706.9
2006;2;SP;Resid;12258021;2230458.1
2006;2;PR;Resid;2661586;416162.1
2006;2;SC;Resid;1599208;326710.2
2006;2;RS;Resid;2900643;494908.5
2006;2;MS;Resid;570879;87862.1
2006;2;MT;Resid;637320;113882.4
2006;2;GO;Resid;1635944;204445.8
2006;2;DF;Resid;632013;126894
2006;3;RO;Resid;283283;47243
2006;3;AC;Resid;115030;17502.8
2006;3;AM;Resid;503293;76836.8
2006;3;RR;Resid;71322;13721.4
2006;3;PA;Resid;1178365;140327.4
2006;3;AP;Resid;123488;21402
2006;3;TO;Resid;260715;27379.4
2006;3;MA;Resid;1101315;92460.5
2006;3;PI;Resid;639534;53293
2006;3;CE;Resid;1966251;182647.9
2006;3;RN;Resid;768452;94289.1
2006;3;PB;Resid;873717;76804.9
2006;3;AL;Resid;643642;60100.3
2006;3;SE;Resid;500181;49886.2
2006;3;BA;Resid;3339865;331773.7
2006;3;MG;Resid;5294973;623178.8
