ano;mes;sigla_uf;tipo_consumo;numero_consumidores;consumo
2006;4;RS;Total;;1928254.1
2006;4;MS;Total;;295096.3
2006;4;MT;Total;;369401.5
2006;4;GO;Total;;701304.1
2006;4;DF;Total;;375398
2006;5;RO;Total;;117740
2006;5;AC;Total;;38259.5
2006;5;AM;Total;;314094.5
2006;5;RR;Total;;31517
2006;5;PA;Total;;1127802.4
2006;5;AP;Total;;45702
2006;5;TO;Total;;78843.9
2006;5;MA;Total;;817066.3
2006;5;PI;Total;;127217
2006;5;CE;Total;;558304.3
2006;5;RN;Total;;296685.6
2006;5;PB;Total;;273337.5
2006;5;PE;Total;;730604.2
2006;5;AL;Total;;258974.3
2006;5;SE;Total;;222264.5
2006;5;BA;Total;;1509377.7
2006;5;MG;Total;;3740285.2
2006;5;ES;Total;;661887
2006;5;RJ;Total;;2646725.1
2006;5;SP;Total;;8836937.2
2006;5;PR;Total;;1733138.8
2006;5;SC;Total;;1242691.6
2006;5;RS;Total;;1831310.7
2006;5;MS;Total;;266609.7
2006;5;MT;Total;;338953.4
2006;5;GO;Total;;712578.9
2006;5;DF;Total;;366130.3
2006;6;RO;Total;;119680
2006;6;AC;Total;;38734.5
2006;6;AM;Total;;322463.1
2006;6;RR;Total;;30675.9
2006;6;PA;Total;;1121515.8
2006;6;AP;Total;;49104
2006;6;TO;Total;;79746.8
2006;6;MA;Total;;827200.6
2006;6;PI;Total;;133976
2006;6;CE;Total;;561211.9
2006;6;RN;Total;;304075.6
2006;6;PB;Total;;270753.8
2006;6;PE;Total;;697088.3
2006;6;AL;Total;;275229.2
2006;6;SE;Total;;217248.8
2006;6;BA;Total;;1482737.7
2006;6;MG;Total;;3848372.2
2006;6;ES;Total;;652583.1
2006;6;RJ;Total;;2480632.3
2006;6;SP;Total;;8988295.4
2006;6;PR;Total;;1749989.4
2006;6;SC;Total;;1290829.9
2006;6;RS;Total;;1838966.5
2006;6;MS;Total;;260415.1
2006;6;MT;Total;;353588.1
2006;6;GO;Total;;729131.2
2006;6;DF;Total;;344552.3
2006;7;RO;Total;;131681
2006;7;AC;Total;;43788.3
2006;7;AM;Total;;330310
2006;7;RR;Total;;28797.6
2006;7;PA;Total;;1148233.9
2006;7;AP;Total;;50442
2006;7;TO;Total;;79676.3
2006;7;MA;Total;;851831.5
2006;7;PI;Total;;141395
2006;7;CE;Total;;551526
2006;7;RN;Total;;299123.4
2006;7;PB;Total;;257342.4
